"register_id";"name";"institution_id";"institution_name";"created";"modified";"addresses_roadtype_id";"addresses_roadtype_name";"addresses_road_id";"addresses_road_name";"addresses_start_street_number";"addresses_end_street_number";"addresses_neighborhood_id";"addresses_neighborhood_name";"addresses_district_id";"addresses_district_name";"addresses_zip_code";"addresses_town";"addresses_main_address";"addresses_type";"values_id";"values_attribute_id";"values_category";"values_attribute_name";"values_value";"values_outstanding";"values_description";"secondary_filters_id";"secondary_filters_name";"secondary_filters_fullpath";"secondary_filters_tree";"secondary_filters_asia_id";"geo_epgs_25831_x";"geo_epgs_25831_y";"geo_epgs_4326_x";"geo_epgs_4326_y"
75990097695;"Restaurant El Paraguayo";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:25;NA;NA;246204;"C Parc";1;NA;2;"el Barri Gòtic";1;"Ciutat Vella";8002;"BARCELONA";TRUE;NA;142615;20001;"Telèfons";"Tel.";"933021441";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4312981119733363;4580987623734067;4137747739287103;21784061469944748
75990040555;"Restaurant Tragaluz";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:18;NA;NA;86006;"Ptge Concepció";5;NA;7;"la Dreta de l'Eixample";2;"Eixample";8008;"BARCELONA";TRUE;NA;137730;20001;"Telèfons";"Tel.";"934870621";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42981290401190448;4582920445567722;41394757496889696;2160422695355432
75990145721;"Bar Restaurant Ria de Mera";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:29;NA;NA;89004;"C Consell de Cent";299;NA;8;"l'Antiga Esquerra de l'Eixample";2;"Eixample";8007;"BARCELONA";TRUE;NA;145614;20001;"Telèfons";"Tel.";"934543308";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42996519767211;4582246890170854;4138870428988356;216232212832347
99400576763;"Restaurant Xinès Chao Yue";NA;NA;2018-02-12 11:14:10;2021-03-03 22:14:47;NA;NA;18505;"C Aragó";360;NA;7;"la Dreta de l'Eixample";2;"Eixample";8009;"BARCELONA";TRUE;NA;231137;20001;"Telèfons";"Tel.";"931881496";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4307440019144256;4583158969432861;4139698652710305;21715320738151204
75990095011;"Restaurant Celler de la Ribera";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:23;NA;NA;235300;"Pl Olles";6;NA;4;"Sant Pere, Santa Caterina i la Ribera";1;"Ciutat Vella";8003;"BARCELONA";TRUE;NA;140463;20040;"Telèfons";"Reserves";"932687258";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;43170449487857184;4581692962932094;413838647821196;2183186043494626
75990070083;"Restaurant Pizzeria Piccata";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:15;NA;NA;169409;"G.V. Corts Catalanes";489;NA;9;"la Nova Esquerra de l'Eixample";2;"Eixample";8015;"BARCELONA";TRUE;NA;139871;20001;"Telèfons";"Tel.";"934245314";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42941517620986704;4581333750967682;41380431882065176;2155850449285502
75990044565;"Restaurant Japonès Yu Ja";NA;NA;1996-09-18 00:00:00;2021-03-03 22:15:53;NA;NA;90502;"C Còrsega";343;NA;31;"la Vila de Gràcia";6;"Gràcia";8037;"BARCELONA";TRUE;NA;137947;20001;"Telèfons";"Tel.";"932375310";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42986919439028616;4583278364087922;41397986054361280;2161054517558304
75990109093;"Restaurant Asador El Yantar de la Ribera";NA;NA;1996-09-18 00:00:00;2021-03-03 22:15:54;NA;NA;286504;"C Roger de Flor";114;NA;5;"el Fort Pienc";2;"Eixample";8013;"BARCELONA";TRUE;NA;142106;20001;"Telèfons";"Tel.";"932656309";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4312428561064795;4582965302423903;4139528503793652;21775209654247908
75990133870;"Bar Restaurant Esterri";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:26;NA;NA;363809;"C Villarroel";19;NA;10;"Sant Antoni";2;"Eixample";8011;"BARCELONA";TRUE;NA;145738;20001;"Telèfons";"Tel.";"933250188";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4299129483506903;4581427367157543;4138131856653065;21617920465900388
75990073982;"Bar Restaurant Lauria 2";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:23;NA;NA;176801;"C Roger de Llúria";2;NA;7;"la Dreta de l'Eixample";2;"Eixample";8010;"BARCELONA";TRUE;NA;139408;20001;"Telèfons";"Tel.";"933018675";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4308814987385019;4582379173068678;4138997497949847;21732656992521356
75990074001;"Restaurant Xarcuteria Casa Alfonso";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:21;NA;NA;176801;"C Roger de Llúria";6;NA;7;"la Dreta de l'Eixample";2;"Eixample";8010;"BARCELONA";TRUE;NA;139410;20001;"Telèfons";"Tel.";"933019783";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4308683948631417;4582392434936601;4139009329883264;2173107464363207
75990050299;"Restaurant Els Hostalets";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:24;NA;NA;109101;"C Enamorats";11;NA;6;"la Sagrada Família";2;"Eixample";8013;"BARCELONA";TRUE;NA;137606;20001;"Telèfons";"Tel.";"932451188";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4314498759333392;45837573907397176;4140243680418584;21799074292765448
75990021485;"Bar Restaurant Rodeo";NA;NA;1996-09-17 00:00:00;2021-03-03 22:14:12;NA;NA;30602;"Rbla Badal";50;NA;16;"la Bordeta";3;"Sants-Montjuïc";8014;"BARCELONA";TRUE;NA;134911;20001;"Telèfons";"Tel.";"934213910";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42756946745471368;4579941773166103;4136773083210736;2133945651634124
99400618112;"Restaurant Doboop";NA;NA;2019-01-11 11:07:39;2021-03-03 22:14:25;NA;NA;76807;"C Sardenya";48;NA;67;"la Vila Olímpica del Poblenou";10;"Sant Martí";8005;"BARCELONA";TRUE;NA;232696;20001;"Telèfons";"Tel.";"936255035";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;43227884713672264;4582478801379349;41390991168789920;21899667850232192
99400596100;"KAYMANA";NA;NA;2018-06-27 16:58:06;2021-04-19 23:14:22;NA;NA;10707;"Carrer d'Emília Llorca Martín";21;NA;3;"la Barceloneta";1;"Ciutat Vella";8003;"Barcelona";TRUE;NA;232038;20001;"Telèfons";"Tel.";"931214011";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;43231728106171040;458099478286977;4137762824231648;2190592236709376
99400596174;"Restaurant Japonès Gokoku";NA;NA;2018-06-28 12:25:11;2021-03-03 22:15:50;NA;NA;100800;"C Diputació";172;NA;8;"l'Antiga Esquerra de l'Eixample";2;"Eixample";8011;"BARCELONA";TRUE;NA;232018;20001;"Telèfons";"Tel.";"933485372";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42968136853461128;4581750744953455;41384210916007728;21589852199069
99400596228;"Shanghai Bund";NA;NA;2018-06-28 16:52:18;2021-03-03 22:15:58;NA;NA;232800;"C Bisbe Sivilla";48;NA;25;"Sant Gervasi - la Bonanova";5;"Sarrià-Sant Gervasi";8022;"BARCELONA";TRUE;NA;232045;20001;"Telèfons";"Tel.";"935310395";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4276077422190374;4583954491016862;4140387523180572;21339237796761584
75990092074;"Restaurant Port Vell";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:26;NA;NA;224904;"Pg Joan Borbó Comte Barcelona";20;NA;3;"la Barceloneta";1;"Ciutat Vella";8003;"BARCELONA";TRUE;NA;141381;20001;"Telèfons";"Tel.";"932217140";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;43208028731630616;45812418424107;4137983347400797;21877306486117188
75990049685;"Restaurant Celeste";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:18;NA;NA;105304;"C Dos de Maig";317;NA;6;"la Sagrada Família";2;"Eixample";8025;"BARCELONA";TRUE;NA;137572;20001;"Telèfons";"Tel.";"934357074";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4311419177200667;4584760675893585;41411446743370064;21761094158153368
75990097942;"Restaurant Mi Burrito y Yo";NA;NA;1996-09-18 00:00:00;2021-03-03 22:15:50;NA;NA;247207;"C Pas de l'Ensenyança";2;NA;2;"el Barri Gòtic";1;"Ciutat Vella";8002;"BARCELONA";TRUE;NA;143041;20001;"Telèfons";"Tel.";"933182742";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;43116984611854280;4581486260840982;41381957512279536;21768157572322148
75990025137;"Bar Restaurant Baviera";NA;NA;1996-09-17 00:00:00;2021-07-23 10:19:32;NA;NA;34308;"Carrer la Rambla";127;NA;1;"el Raval";1;"Ciutat Vella";8002;"Barcelona";TRUE;NA;137268;20001;"Telèfons";"Tel.";"933019225";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4306131934600005;4581827944392599;41384987135968368;21701199281836096
75990079289;"Restaurant La Tomaquera";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:21;NA;NA;195500;"C Margarit";58;NA;11;"el Poble-sec";3;"Sants-Montjuïc";8004;"BARCELONA";TRUE;NA;140458;20001;"Telèfons";"Tel.";"675902389";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4300072686412469;45804297179156096;41372341265280504;216303516172696
75990055005;"Bar Restaurant El Canari";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:17;NA;NA;123408;"Pl Lesseps";32;NA;27;"el Putxet i el Farró";5;"Sarrià-Sant Gervasi";8023;"BARCELONA";TRUE;NA;137978;20001;"Telèfons";"Tel.";"932174682";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42893036032150184;4584184368055622;41406063653820472;2149718450747637
75990118546;"Restaurant Casa Fernández";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:26;NA;NA;318804;"C Santaló";46;NA;26;"Sant Gervasi - Galvany";5;"Sarrià-Sant Gervasi";8021;"BARCELONA";TRUE;NA;144168;20001;"Telèfons";"Tel.";"932019308";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4285575331766666;4583084579703658;4139612524673916;21453881871688364
75990118580;"Bar Restaurant El Pa Torrat";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:26;NA;NA;318804;"C Santaló";68;NA;26;"Sant Gervasi - Galvany";5;"Sarrià-Sant Gervasi";8021;"BARCELONA";TRUE;NA;144173;20001;"Telèfons";"Tel.";"932091779";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42845281617035784;4583196932585537;4139712785530968;21441223959551024
92086000535;"Bar Restaurant";92086000531;"Centre Aragonès Barcelona - Casa Aragó";1991-04-18 00:00:00;2019-07-24 09:53:56;NA;NA;167709;"C Joaquín Costa";68;NA;1;"el Raval";1;"Ciutat Vella";8001;"BARCELONA";TRUE;NA;159786;20001;"Telèfons";"Tel.";"933175854";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4301260482165381;4581727375273718;4138403917818572;21643057644082536
75990133478;"Restaurant Cafeteria La Llar del Pa Torrat";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:26;NA;NA;362001;"C Vilamarí";102;NA;9;"la Nova Esquerra de l'Eixample";2;"Eixample";8015;"BARCELONA";TRUE;NA;145891;20001;"Telèfons";"Tel.";"932260368";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42876486154122072;4581293251226559;41380009802797544;21480786815476388
75990134008;"Restaurant Freiduria El Pescadito Frito";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:26;NA;NA;363809;"C Villarroel";110;NA;8;"l'Antiga Esquerra de l'Eixample";2;"Eixample";8011;"BARCELONA";TRUE;NA;145773;20001;"Telèfons";"Tel.";"934544313";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;429474919509247;4581905041404709;4138558253961421;2156498373950387
75990113590;"Bar Restaurant Alaska";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:28;NA;NA;297001;"C Sant Antoni Maria Claret";20;NA;32;"el Camp d'en Grassot i Gràcia Nova";6;"Gràcia";8037;"BARCELONA";TRUE;NA;142017;20001;"Telèfons";"Tel.";"932072545";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4301704033320626;45839116759732504;414037162869639;2164584335319328
75990123608;"Bar Restaurant La Cigale";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:30;NA;NA;338506;"C Tordera";50;NA;31;"la Vila de Gràcia";6;"Gràcia";8012;"BARCELONA";TRUE;NA;143873;20001;"Telèfons";"Tel.";"934575823";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4299511665027927;45837154598415752;4140192996615637;2161984441376867
99400604393;"Restaurant Pizzeria Robutti's";NA;NA;2018-07-24 13:41:55;2021-03-03 22:15:00;NA;NA;208001;"C Torrent de l'Olla";64;NA;31;"la Vila de Gràcia";6;"Gràcia";8012;"BARCELONA";TRUE;NA;232229;20001;"Telèfons";"Tel.";"935466112";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4297433765580811;4583540687503093;4140033772420588;21595191261638992
92086019862;"Bar Restaurant";92168152977;"Club Tennis Vall Parc";1990-09-17 00:00:00;2021-03-03 22:15:37;NA;NA;148409;"Ctra Sant Cugat";107;NA;28;"Vallcarca i els Penitents";6;"Gràcia";8035;"BARCELONA";TRUE;NA;166192;20001;"Telèfons";"Tel.";"932126789";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42780471982994888;4586171580444528;4142386130180274;2136015524305584
99400615264;"Bodega Amposta";NA;NA;2018-12-10 09:41:16;2021-03-03 22:14:50;NA;NA;14504;"C Amposta";1;NA;14;"la Font de la Guatlla";3;"Sants-Montjuïc";8004;"BARCELONA";TRUE;NA;232501;20001;"Telèfons";"Tel.";"936738346";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42871670520299576;4580379812133132;4137177851151919;21476102473934192
75990242139;"Showroom Fashion Bar";NA;NA;1996-09-18 00:00:00;2021-03-03 22:15:55;NA;NA;8501;"C Alfons XII";8;NA;26;"Sant Gervasi - Galvany";5;"Sarrià-Sant Gervasi";8006;"BARCELONA";TRUE;NA;148220;20001;"Telèfons";"Tel.";"932180848";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4289899769441694;4583227968396023;4139745499730514;2150543819823435
75990242149;"Pizzeria Mamma Mia";NA;NA;1996-11-25 00:00:00;2018-09-18 13:44:16;NA;NA;365702;"Av Mare de Déu de Montserrat";14;NA;30;"la Salut";6;"Gràcia";8024;"BARCELONA";TRUE;NA;148221;20001;"Telèfons";"Tel.";"932840571";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42986797504938816;4584971254578776;4141323319419302;21608437705140976
75990242197;"Bar Restaurant Bidasoa";NA;NA;1996-09-18 00:00:00;2021-07-23 10:22:39;NA;NA;323407;"Carrer d'en Serra";21;NA;2;"el Barri Gòtic";1;"Ciutat Vella";8002;"Barcelona";TRUE;NA;148224;20001;"Telèfons";"Tel.";"933181063";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4313605743185851;4581219846480032;4137957428828389;2179126749681503
99400621028;"Restaurant Botiga Breathegreen *Diagonal - Tuset";NA;NA;2019-02-27 11:00:02;2021-03-03 22:14:19;NA;NA;144601;"Av Diagonal";520;NA;26;"Sant Gervasi - Galvany";5;"Sarrià-Sant Gervasi";8006;"BARCELONA";TRUE;NA;232667;20001;"Telèfons";"Tel.";"937 503 569";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42916227532616568;4582960884037557;4139506466405663;2152635964477688
75990351687;"Restaurant Casa Pardo Marcelino";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:44;NA;NA;363809;"C Villarroel";93;NA;8;"l'Antiga Esquerra de l'Eixample";2;"Eixample";8011;"BARCELONA";TRUE;NA;151929;20001;"Telèfons";"Tel.";"934533164";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42951940809309912;4581827116174431;41384884592736944;21570394808694976
99400610979;"Restaurant El Manduka";NA;NA;2018-10-15 12:00:16;2021-03-03 22:14:49;NA;NA;312105;"C Santjoanistes";8;NA;27;"el Putxet i el Farró";5;"Sarrià-Sant Gervasi";8006;"BARCELONA";TRUE;NA;232457;20001;"Telèfons";"Tel.";"934152281";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4287675489652098;4583890795884321;4140340515477795;21478053217791416
75990106035;"Bar Restaurant Tobogán";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:24;NA;NA;276001;"Pl Reial";10;NA;2;"el Barri Gòtic";1;"Ciutat Vella";8002;"BARCELONA";TRUE;NA;142694;20001;"Telèfons";"Tel.";"933021153";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;43106746115267768;4581297289664505;41380246738739688;21756128866316344
75990126981;"Restaurant Xinès Ciudad Feliz";NA;NA;1996-09-18 00:00:00;2021-03-03 22:14:27;NA;NA;348102;"C Turó Blau";20;NA;52;"la Prosperitat";8;"Nou Barris";8016;"BARCELONA";TRUE;NA;144139;20001;"Telèfons";"Tel.";"933546034";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;43117369977740184;4587862110675338;4143938296812723;21761366139622792
75990277867;"Restaurant Chut";NA;NA;1996-09-18 00:00:00;2021-07-21 13:13:46;NA;NA;352904;"Carrer del Vallespir";190;NA;19;"les Corts";4;"Les Corts";8014;"Barcelona";TRUE;NA;148348;20001;"Telèfons";"Tel.";"934900517";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42758948286516304;4581776175263702;4138425439216509;213396581324661
92086015844;"Bar Restaurant La Cala";NA;NA;1986-10-24 00:00:00;2021-03-03 22:14:49;NA;NA;169409;"G.V. Corts Catalanes";1028;NA;71;"Provençals del Poblenou";10;"Sant Martí";8020;"BARCELONA";TRUE;NA;165042;20001;"Telèfons";"Tel.";"933035279";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;43316739602034696;458489706397006;4141284612954947;220032700530382
75990037003;"Bar Restaurant Ginés";NA;NA;1996-09-17 00:00:00;2021-03-03 22:14:11;NA;NA;73900;"Castillejos";373;NA;33;"el Baix Guinardó";7;"Horta-Guinardó";8025;"BARCELONA";TRUE;NA;136031;20001;"Telèfons";"Tel.";"934365128";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4307721633105113;4584764612779727;41411450438415568;2171685276917126
75990171710;"Restaurant Pizzex";NA;NA;1996-09-18 00:00:00;2021-03-03 22:15:55;NA;NA;44709;"Pg Bonanova";1;NA;25;"Sant Gervasi - la Bonanova";5;"Sarrià-Sant Gervasi";8022;"BARCELONA";TRUE;NA;145661;20001;"Telèfons";"Tel.";"932115940";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42753608285703584;4584224612367314;414063016428207;21330342258654744
99400595955;"Restaurant Coreà Gayagum";NA;NA;2018-06-26 15:46:16;2021-03-03 22:14:53;NA;NA;301700;"C Sant Gabriel";2;NA;31;"la Vila de Gràcia";6;"Gràcia";8006;"BARCELONA";TRUE;NA;231959;20001;"Telèfons";"Tel.";"932375324";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;4293277746336571;4583361902160351;4139869104848316;21545686627015192
99400596034;"Restaurant Taller de Tapas *Corts";NA;NA;2018-06-27 12:40:38;2021-03-03 22:15:54;NA;NA;343903;"Trav Corts";64;NA;20;"la Maternitat i Sant Ramon";4;"Les Corts";8028;"BARCELONA";TRUE;NA;232037;20001;"Telèfons";"Tel.";"934483552";TRUE;NA;60731068;"Restaurants";"Planol BCN >> Restaurants >> Restaurants >> Restaurants";651;6,5103007e+13;42662704835924544;458114331623274;4137846729372396;21225329514004764
